Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
"Well, gentlemen, I weary you with my long story, and I know that my friend Mr. Jones is impatient to get me safely stowed in chokey. I ll make it as short as I can. The villain Sholto went off to India, but he never came back again. Captain Morstan showed me his name among a list of passengers in one of the mail-boats very shortly afterwards. His uncle had died, leaving him a fortune, and he had left the army, yet he could stoop to treat five men as he had treated us. Morstan went over to Agra shortly afterwards, and found, as we expected, that the treasure was indeed gone. The scoundrel had stolen it all, without carrying out one of the conditions on which we had sold him the secret. From that day I lived only for vengeance. I thought of it by day and I nursed it by night. It became an overpowering, absorbing passion with me. I cared nothing for the law, nothing for the gallows. To escape, to track down Sholto, to have my hand upon his throat, that was my one thought. Even the Agra treasure had come to be a smaller thing in my mind than the slaying of Sholto.",Q614-0,quote,0.972562469377756,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Well, I have set my mind on many things in this life, and never one which I did not carry out. But it was weary years before my time came. I have told you that I had picked up something of medicine. One day when Dr. Somerton was down with a fever a little Andaman Islander was picked up by a convict-gang in the woods. He was sick to death, and had gone to a lonely place to die. I took him in hand, though he was as venomous as a young snake, and after a couple of months I got him all right and able to walk. He took a kind of fancy to me then, and would hardly go back to his woods, but was always hanging about my hut. I learned a little of his lingo from him, and this made him all the fonder of me.",Q615-0,quote,0.9730524252817246,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Tonga for that was his name was a fine boatman, and owned a big, roomy canoe of his own. When I found that he was devoted to me and would do anything to serve me, I saw my chance of escape. I talked it over with him. He was to bring his boat round on a certain night to an old wharf which was never guarded, and there he was to pick me up. I gave him directions to have several gourds of water and a lot of yams, cocoa-nuts, and sweet potatoes.",Q616-0,quote,0.9735423811856933,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"He was stanch and true, was little Tonga. No man ever had a more faithful mate. At the night named he had his boat at the wharf. As it chanced, however, there was one of the convict-guard down there, a vile Pathan who had never missed a chance of insulting and injuring me. I had always vowed vengeance, and now I had my chance. It was as if fate had placed him in my way that I might pay my debt before I left the island. He stood on the bank with his back to me, and his carbine on his shoulder. I looked about for a stone to beat out his brains with, but none could I see. Then a queer thought came into my head and showed me where I could lay my hand on a weapon. I sat down in the darkness and unstrapped my wooden leg. With three long hops I was on him. He put his carbine to his shoulder, but I struck him full, and knocked the whole front of his skull in. You can see the split in the wood now where I hit him. We both went down together, for I could not keep my balance, but when I got up I found him still lying quiet enough. I made for the boat, and in an hour we were well out at sea. Tonga had brought all his earthly possessions with him, his arms and his gods. Among other things, he had a long bamboo spear, and some Andaman cocoa-nut matting, with which I made a sort of sail. For ten days we were beating about, trusting to luck, and on the eleventh we were picked up by a trader which was going from Singapore to Jiddah with a cargo of Malay pilgrims. They were a rum crowd, and Tonga and I soon managed to settle down among them. They had one very good quality: they let you alone and asked no questions.",Q617-0,quote,0.974032337089662,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Well, if I were to tell you all the adventures that my little chum and I went through, you would not thank me, for I would have you here until the sun was shining. Here and there we drifted about the world, something always turning up to keep us from London. All the time, however, I never lost sight of my purpose. I would dream of Sholto at night. A hundred times I have killed him in my sleep. At last, however, some three or four years ago, we found ourselves in England. I had no great difficulty in finding where Sholto lived, and I set to work to discover whether he had realised the treasure, or if he still had it. I made friends with someone who could help me, I name no names, for I don t want to get any one else in a hole, and I soon found that he still had the jewels. Then I tried to get at him in many ways; but he was pretty sly, and had always two prize-fighters, besides his sons and his khitmutgar, on guard over him.",Q618-0,quote,0.9745222929936306,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"One day, however, I got word that he was dying. I hurried at once to the garden, mad that he should slip out of my clutches like that, and, looking through the window, I saw him lying in his bed, with his sons on each side of him. I d have come through and taken my chance with the three of them, only even as I looked at him his jaw dropped, and I knew that he was gone. I got into his room that same night, though, and I searched his papers to see if there was any record of where he had hidden our jewels. There was not a line, however: so I came away, bitter and savage as a man could be. Before I left I bethought me that if I ever met my Sikh friends again it would be a satisfaction to know that I had left some mark of our hatred; so I scrawled down the sign of the four of us, as it had been on the chart, and I pinned it on his bosom. It was too much that he should be taken to the grave without some token from the men whom he had robbed and befooled.",Q619-0,quote,0.9750122488975992,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"We earned a living at this time by my exhibiting poor Tonga at fairs and other such places as the black cannibal. He would eat raw meat and dance his war-dance: so we always had a hatful of pennies after a day s work. I still heard all the news from Pondicherry Lodge, and for some years there was no news to hear, except that they were hunting for the treasure. At last, however, came what we had waited for so long. The treasure had been found. It was up at the top of the house, in Mr. Bartholomew Sholto s chemical laboratory. I came at once and had a look at the place, but I could not see how with my wooden leg I was to make my way up to it. I learned, however, about a trap-door in the roof, and also about Mr. Sholto s supper-hour. It seemed to me that I could manage the thing easily through Tonga. I brought him out with me with a long rope wound round his waist. He could climb like a cat, and he soon made his way through the roof, but, as ill luck would have it, Bartholomew Sholto was still in the room, to his cost. Tonga thought he had done something very clever in killing him, for when I came up by the rope I found him strutting about as proud as a peacock. Very much surprised was he when I made at him with the rope s end and cursed him for a little blood-thirsty imp. I took the treasure-box and let it down, and then slid down myself, having first left the sign of the four upon the table, to show that the jewels had come back at last to those who had most right to them. Tonga then pulled up the rope, closed the window, and made off the way that he had come.",Q620-0,quote,0.975502204801568,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"I don t know that I have anything else to tell you. I had heard a waterman speak of the speed of Smith s launch the Aurora, so I thought she would be a handy craft for our escape. I engaged with old Smith, and was to give him a big sum if he got us safe to our ship. He knew, no doubt, that there was some screw loose, but he was not in our secrets. All this is the truth, and if I tell it to you, gentlemen, it is not to amuse you, for you have not done me a very good turn, but it is because I believe the best defence I can make is just to hold back nothing, but let all the world know how badly I have myself been served by Major Sholto, and how innocent I am of the death of his son.",Q621-0,quote,0.9759921607055364,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"A very remarkable account,",Q622-0,quote,0.9764821166095052,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Explicit,major,M
said Sherlock Holmes.,S1132-0,narration,0.9769720725134736,narrator,,,narrator,A
"A fitting wind-up to an extremely interesting case. There is nothing at all new to me in the latter part of your narrative, except that you brought your own rope. That I did not know. By the way, I had hoped that Tonga had lost all his darts; yet he managed to shoot one at us in the boat.",Q622-1,quote,0.9774620284174425,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Explicit,major,M
"He had lost them all, sir, except the one which was in his blow-pipe at the time.",Q623-0,quote,0.9779519843214112,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Ah, of course,",Q624-0,quote,0.9784419402253796,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Explicit,major,M
said Holmes.,S1133-0,narration,0.9789318961293484,narrator,,,narrator,A
I had not thought of that.,Q624-1,quote,0.9794218520333172,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Explicit,major,M
Is there any other point which you would like to ask about?,Q625-0,quote,0.9799118079372856,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Anaphoric,major,M
"asked the convict, affably.",S1134-0,narration,0.9804017638412544,narrator,,,narrator,A
"I think not, thank you,",Q626-0,quote,0.9808917197452228,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Anaphoric,major,M
my companion answered.,S1135-0,narration,0.9813816756491917,narrator,,,narrator,A
"Well, Holmes,",Q627-0,quote,0.9818716315531604,Mr. Athelney Jones,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Wooden-Legged Man']",Explicit,minor,M
"said Athelney Jones,",S1136-0,narration,0.9823615874571288,narrator,,,narrator,A
"You are a man to be humoured, and we all know that you are a connoisseur of crime, but duty is duty, and I have gone rather far in doing what you and your friend asked me. I shall feel more at ease when we have our story-teller here safe under lock and key. The cab still waits, and there are two inspectors downstairs. I am much obliged to you both for your assistance. Of course you will be wanted at the trial. Good-night to you.",Q627-1,quote,0.9828515433610976,Mr. Athelney Jones,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Wooden-Legged Man']",Explicit,minor,M
"Good-night, gentlemen both,",Q628-0,quote,0.9833414992650662,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Explicit,major,M
said Jonathan Small.,S1137-0,narration,0.9838314551690348,narrator,,,narrator,A
"You first, Small,",Q629-0,quote,0.9843214110730034,Mr. Athelney Jones,"['Dr. Watson', 'Mr. Sherlock Holmes', 'Wooden-Legged Man']",Explicit,minor,M
